%SeriesCode,SeriesLabel,MetricName,CalculationType,DefaultScale,TableId:LineNo,SeriesCodeParents
W328RC,"Profits after tax with IVA and CCAdj","Current Dollars","Level",-6,T11400:29,A463RC
W330RD,"Taxes on production and imports less subsidies plus business current transfer payments (net)","Chained Dollar IPDs","Level",0,T11500:5,NONE
W332RC,"Undistributed profits with IVA and CCAdj","Current Dollars","Level",-6,T11400:31,W328RC
W350RC,"Actual employer contributions","Current Dollars","Level",-6,T72200:5,Y248RC
W351RC,"Defined contribution","Current Dollars","Level",-6,T61100D:26,B4921C
W353RC,"Financial","Current Dollars","Level",-6,T71100:43,Y665RC
W354RC,"Property and casualty insurance companies","Current Dollars","Level",-6,T71100:46,W353RC
W355RC,"Rest of the world","Current Dollars","Level",-6,T71100:53,A2073C
W356RC,"From property and casualty insurance companies","Current Dollars","Level",-6,T71100:69,A1147C
W357RC,"Rest of the world","Current Dollars","Level",-6,T71100:75,A2074C
W358RC,"Imputed interest paid","Current Dollars","Level",-6,T71100:76,NONE
W360RC,"Imputed interest received","Current Dollars","Level",-6,T71100:95,W295RC
W361RC,"Domestic corporate business, financial","Current Dollars","Level",-6,T71100:96,W360RC|W563RC
W362RC,"Banks, credit agencies, and investment companies","Current Dollars","Level",-6,T71100:97,W361RC
W367RA,"Net domestic purchases","Fisher Quantity Index","Level",0,T10703:12,NONE
W367RC,"Net domestic purchases","Current Dollars","Level",-6,T10705:33,NONE
W367RG,"Net domestic purchases","Fisher Price Index","Level",0,T10704:12,NONE
W367RL,"Net domestic purchases","Fisher Quantity Index","Percent change, annual rate",0,T10701:16,NONE
W367RX,"Net domestic purchases","Chained Dollars","Level",-6,T10706:16,NONE
W368RG,"Trading gains index","Fisher Price Index","Level",0,T10806:15,NONE
W369RG,"Terms of trade index","Fisher Price Index","Level",0,T10806:16,NONE
W370RC,"Plus: Imputed interest paid to the rest of the world","Current Dollars","Level",-6,T4030A:17|T4030B:34|U4030B:34,NONE
W370RG,"Terms of trade, goods","Fisher Price Index","Level",0,T10806:17,NONE
W371RC,"Balance on capital account, ITAs","Current Dollars","Level",-6,T4030B:56|T4030C:53|U4030B:56,W167RC
W371RG,"Terms of trade, nonpetroleum goods","Fisher Price Index","Level",0,T10806:18,NONE
W372RC,"Less: Statistical differences","Current Dollars","Level",-6,T4030B:57|T4030C:54|U4030B:57,W167RC
W373RC,"Plus: Adjustments for U.S. territories and Puerto Rico","Current Dollars","Level",-6,T4030B:58|T4030C:55|U4030B:58,W167RC
W379RC,"From business (net)","Current Dollars","Level",-6,T20900:31,W385RC
W380RC,"Household income","Current Dollars","Level",-6,T20900:22,NONE
W381RC,"Rental income of households with capital consumption adjustment","Current Dollars","Level",-6,T20900:25,W380RC
W382RC,"Household income receipts on assets","Current Dollars","Level",-6,T20900:26,W380RC
W383RC,"Household interest income","Current Dollars","Level",-6,T20900:27,W382RC
W384RC,"Household dividend income","Current Dollars","Level",-6,T20900:28,W382RC
W385RC,"Household current transfer receipts","Current Dollars","Level",-6,T20900:29,W380RC
W386RC,"From nonprofit institutions","Current Dollars","Level",-6,T20900:32,W385RC
W388RC,"Equals: Disposable household income","Current Dollars","Level",-6,T20900:35,NONE
W389RC,"Less: Household outlays","Current Dollars","Level",-6,T20900:36,NONE
W391RC,"Purchases from business and government","Current Dollars","Level",-6,T20900:38,DPHCRC
W394RC,"Household transfer payments","Current Dollars","Level",-6,T20900:41,W389RC
W395RC,"To government","Current Dollars","Level",-6,T20900:42,W394RC
W396RC,"To the rest of the world (net)","Current Dollars","Level",-6,T20900:43,W394RC
W397RC,"To nonprofit institutions","Current Dollars","Level",-6,T20900:44,W394RC
W398RC,"Equals: Household saving","Current Dollars","Level",-6,T20900:45,NONE
W399RC,"Household saving as a percentage of household disposable income","Ratio","Level",0,T20900:46,NONE
W400RC,"Nonprofit institution income","Current Dollars","Level",-6,T20900:47,NONE
W401RC,"Government social benefits","Current Dollars","Level",-6,T20900:30,W385RC
W402RC,"Nonprofit institution income receipts on assets","Current Dollars","Level",-6,T20900:49,W400RC
W403RC,"Nonprofit institution interest income","Current Dollars","Level",-6,T20900:50,W402RC
W404RC,"Nonprofit institution dividend income","Current Dollars","Level",-6,T20900:51,W402RC
W405RC,"Nonprofit institution transfer receipts","Current Dollars","Level",-6,T20900:52,W400RC
W406RC,"From government","Current Dollars","Level",-6,T20900:53,W405RC
W407RC,"From business (net)","Current Dollars","Level",-6,T20900:54,W405RC
W4080C,"Military","Current Dollars","Level",-6,T60200D:90,B568RC
W412RC,"Less: Nonprofit institution outlays","Current Dollars","Level",-6,T20900:56,NONE
W419RC,"Nonprofit institution current transfer payments","Current Dollars","Level",-6,T20900:78,W412RC
W420RC,"To government","Current Dollars","Level",-6,T20900:79,W419RC
W421RC,"To the rest of the world (net)","Current Dollars","Level",-6,T20900:80,W419RC
W422RC,"Equals: Nonprofit institution saving","Current Dollars","Level",-6,T20900:82,NONE
W423RC,"Nonprofit institution saving as a percentage of nonprofit income and receipts from sales","Ratio","Level",0,T20900:83,NONE
W424RC,"Nonprofit institution income included in personal income","Current Dollars","Level",-6,T20900:84,NONE
W426RC,"Transfer payments between nonprofit institutions","Current Dollars","Level",-6,T20900:85,W431RC|W445RC
W442RC,"Nonprofit institution income and receipts from sales","Current Dollars","Level",-6,T20900:86,NONE
W460RC,"Taxes on production and imports less subsidies plus business current transfer payments","Current Dollars","Level",-6,T11300:9,A439RC
W461RC,"Noncorporate business","Current Dollars","Level",-6,T11300:10,A368RC
W462RC,"Compensation of employees","Current Dollars","Level",-6,T11300:11,W461RC
W463RC,"Wages and salaries","Current Dollars","Level",-6,T11300:12,W462RC
W464RC,"Supplements to wages and salaries","Current Dollars","Level",-6,T11300:13,W462RC
W468RC,"Net interest","Current Dollars","Level",-6,T11300:16,W461RC
W469RC,"Taxes on production and imports less subsidies plus business current transfer payments","Current Dollars","Level",-6,T11300:17,W461RC
W471RC,"Taxes on production and imports less subsidies plus business current transfer payments","Current Dollars","Level",-6,T11300:27,A1641C
W473RC,"Taxes on production and imports less subsidies plus business current transfer payments","Current Dollars","Level",-6,T11300:35,A1650C
W474RC,"Government enterprises","Current Dollars","Level",-6,T11300:36,NONE
W478RC,"Taxes on production and imports less subsidies plus business current transfer payments","Current Dollars","Level",-6,T11300:48,W504RC
W481RC,"Wages and salaries","Current Dollars","Level",-6,T11300:51,W152RC
W482RC,"Supplements to wages and salaries","Current Dollars","Level",-6,T11300:52,W152RC
W488RC,"Rental income of persons (without CCAdj)","Current Dollars","Level",-6,T11300:80,W155RC
W489RG,"Final sales of computers to domestic purchasers","Fisher Price Index","Level",0,T10604:54,NONE
W489RS,"Final sales of computers to domestic purchasers","Price Contributions","Level",0,T10608:54,NONE
W489RV,"Final sales of computers to domestic purchasers","Fisher Price Index","Percent change, annual rate",0,T10607:54,NONE
W491RC,"Margin","Current Dollars","Level",-6,U70205:19,W241RC
W491RG,"Margin","Fisher Price Index","Level",0,U70204:19,NONE
W491RX,"Margin","Chained Dollars","Level",-6,U70206:19,NONE
W492RC,"Net transactions","Current Dollars","Level",-6,U70205:20,W241RC
W492RG,"Net transactions","Fisher Price Index","Level",0,U70204:20,NONE
W492RX,"Net transactions","Chained Dollars","Level",-6,U70206:20,NONE
W493RC,"Margin","Current Dollars","Level",-6,U70205:36,W243RC
W493RG,"Margin","Fisher Price Index","Level",0,U70204:36,NONE
W493RX,"Margin","Chained Dollars","Level",-6,U70206:36,NONE
W494RC,"Net transactions","Current Dollars","Level",-6,U70205:37,W243RC
W494RG,"Net transactions","Fisher Price Index","Level",0,U70204:37,NONE
W494RX,"Net transactions","Chained Dollars","Level",-6,U70206:37,NONE
W495RC,"New trucks (including utility vehicles)","Current Dollars","Level",-6,U70205:44,B708RC
W495RG,"New trucks (including utility vehicles)","Fisher Price Index","Level",0,U70204:44,NONE
W495RX,"New trucks (including utility vehicles)","Chained Dollars","Level",-6,U70206:44,NONE
W496RC,"Net transactions in used light trucks","Current Dollars","Level",-6,U70205:47,B708RC
W496RG,"Net transactions in used light trucks","Fisher Price Index","Level",0,U70204:47,NONE
W496RX,"Net transactions in used light trucks","Chained Dollars","Level",-6,U70206:47,NONE
W497RC,"State and local","Current Dollars","Level",-6,T71100:21,W500RC
W498RC,"Owner-occupied housing","Current Dollars","Level",-6,T71100:16,A2015C|A2129C|W292RC
W499RC,"Corporate (3+42+78-27-56-96)","Current Dollars","Level",-6,T71100:101,NONE
W500RC,"Government","Current Dollars","Level",-6,T71100:19,A2061C
W503RA,"Households and institutions","Fisher Quantity Index","Level",0,T10903:5,NONE
W503RC,"Households and institutions","Current Dollars","Level",-6,T10905:5|T11300:41,A032RC|A362RC
W503RG,"Households and institutions","Fisher Price Index","Level",0,T10904:5,NONE
W503RX,"Households and institutions","Chained Dollars","Level",-6,T10906:5,NONE
W504RA,"Households","Fisher Quantity Index","Level",0,T10903:6,NONE
W504RC,"Households","Current Dollars","Level",-6,T10905:6|T11300:42,W503RC
W504RG,"Households","Fisher Price Index","Level",0,T10904:6,NONE
W504RX,"Households","Chained Dollars","Level",-6,T10906:6,NONE
W505RA,"Nonprofit institutions serving households","Fisher Quantity Index","Level",0,T10903:7,NONE
W505RC,"Nonprofit institutions serving households","Current Dollars","Level",-6,T10905:7|T11300:49,W503RC
W505RG,"Nonprofit institutions serving households","Fisher Price Index","Level",0,T10904:7,NONE
W505RX,"Nonprofit institutions serving households","Chained Dollars","Level",-6,T10906:7,NONE
W575RA,"General public service","Fisher Quantity Index","Level",0,T31503:2,NONE
W575RC,"General public service","Current Dollars","Level",-6,T31505:2,A822RC
W575RG,"General public service","Fisher Price Index","Level",0,T31504:2,NONE
W575RL,"General public service","Fisher Quantity Index","Percent change, annual rate",0,T31501:2,NONE
W575RX,"General public service","Chained Dollars","Level",-6,T31506:2,NONE
W575RZ,"General public service","Quantity Contributions","Level",0,T31502:2,NONE
W576RC,"Executive and legislative","Current Dollars","Level",-6,T31505:3,W575RC
W577RC,"Tax collection and financial management","Current Dollars","Level",-6,T31505:4,W575RC
W578RC,"Other","Current Dollars","Level",-6,T31505:5,W575RC
W579RA,"Public order and safety","Fisher Quantity Index","Level",0,T31503:4,NONE
W579RC,"Public order and safety","Current Dollars","Level",-6,T31505:7,A822RC
W579RG,"Public order and safety","Fisher Price Index","Level",0,T31504:4,NONE
W579RL,"Public order and safety","Fisher Quantity Index","Percent change, annual rate",0,T31501:4,NONE
W579RX,"Public order and safety","Chained Dollars","Level",-6,T31506:4,NONE
W579RZ,"Public order and safety","Quantity Contributions","Level",0,T31502:4,NONE
W580RC,"Police","Current Dollars","Level",-6,T31505:8,W579RC
W581RC,"Fire","Current Dollars","Level",-6,T31505:9,W579RC
W582RC,"Law courts","Current Dollars","Level",-6,T31505:10,W579RC
W583RC,"Prisons","Current Dollars","Level",-6,T31505:11,W579RC
W584RA,"Economic affairs","Fisher Quantity Index","Level",0,T31503:5,NONE
W584RC,"Economic affairs","Current Dollars","Level",-6,T31505:12,A822RC
W584RG,"Economic affairs","Fisher Price Index","Level",0,T31504:5,NONE
W584RL,"Economic affairs","Fisher Quantity Index","Percent change, annual rate",0,T31501:5,NONE
W584RX,"Economic affairs","Chained Dollars","Level",-6,T31506:5,NONE
W584RZ,"Economic affairs","Quantity Contributions","Level",0,T31502:5,NONE
W585RC,"General economic and labor affairs","Current Dollars","Level",-6,T31505:20,W596RC
W586RC,"Agriculture","Current Dollars","Level",-6,T31505:21,W596RC
W587RC,"Energy","Current Dollars","Level",-6,T31505:22,W596RC
W588RC,"Natural resources","Current Dollars","Level",-6,T31505:23,W596RC
W589RA,"Transportation","Fisher Quantity Index","Level",0,T31503:6,NONE
W589RC,"Transportation","Current Dollars","Level",-6,T31505:13,W584RC
W589RG,"Transportation","Fisher Price Index","Level",0,T31504:6,NONE
W589RL,"Transportation","Fisher Quantity Index","Percent change, annual rate",0,T31501:6,NONE
W589RX,"Transportation","Chained Dollars","Level",-6,T31506:6,NONE
W589RZ,"Transportation","Quantity Contributions","Level",0,T31502:6,NONE
W590RC,"Highways","Current Dollars","Level",-6,T31505:14,W589RC
W591RC,"Air","Current Dollars","Level",-6,T31505:15,W589RC
W592RC,"Water","Current Dollars","Level",-6,T31505:16,W589RC
W593RC,"Transit and railroad","Current Dollars","Level",-6,T31505:17,W589RC
W594RC,"Postal service","Current Dollars","Level",-6,T31505:24,W596RC
W595RA,"Space","Fisher Quantity Index","Level",0,T31503:7,NONE
W595RC,"Space","Current Dollars","Level",-6,T31505:18,W584RC
W595RG,"Space","Fisher Price Index","Level",0,T31504:7,NONE
W595RL,"Space","Fisher Quantity Index","Percent change, annual rate",0,T31501:7,NONE
W595RX,"Space","Chained Dollars","Level",-6,T31506:7,NONE
W595RZ,"Space","Quantity Contributions","Level",0,T31502:7,NONE
W596RA,"Other economic affairs","Fisher Quantity Index","Level",0,T31503:8,NONE
W596RC,"Other economic affairs","Current Dollars","Level",-6,T31505:19,W584RC
W596RG,"Other economic affairs","Fisher Price Index","Level",0,T31504:8,NONE
W596RL,"Other economic affairs","Fisher Quantity Index","Percent change, annual rate",0,T31501:8,NONE
W596RX,"Other economic affairs","Chained Dollars","Level",-6,T31506:8,NONE
W596RZ,"Other economic affairs","Quantity Contributions","Level",0,T31502:8,NONE
W597RA,"Housing and community services","Fisher Quantity Index","Level",0,T31503:9,NONE
W597RC,"Housing and community services","Current Dollars","Level",-6,T31505:26,A822RC
W597RG,"Housing and community services","Fisher Price Index","Level",0,T31504:9,NONE
W597RL,"Housing and community services","Fisher Quantity Index","Percent change, annual rate",0,T31501:9,NONE
W597RX,"Housing and community services","Chained Dollars","Level",-6,T31506:9,NONE
W597RZ,"Housing and community services","Quantity Contributions","Level",0,T31502:9,NONE
W598RA,"Health","Fisher Quantity Index","Level",0,T31503:10,NONE
W598RC,"Health","Current Dollars","Level",-6,T31505:27,A822RC
W598RG,"Health","Fisher Price Index","Level",0,T31504:10,NONE
W598RL,"Health","Fisher Quantity Index","Percent change, annual rate",0,T31501:10,NONE
W598RX,"Health","Chained Dollars","Level",-6,T31506:10,NONE
W598RZ,"Health","Quantity Contributions","Level",0,T31502:10,NONE
W599RA,"Recreation and culture","Fisher Quantity Index","Level",0,T31503:11,NONE
W599RC,"Recreation and culture","Current Dollars","Level",-6,T31505:28,A822RC
W599RG,"Recreation and culture","Fisher Price Index","Level",0,T31504:11,NONE
W599RL,"Recreation and culture","Fisher Quantity Index","Percent change, annual rate",0,T31501:11,NONE
W599RX,"Recreation and culture","Chained Dollars","Level",-6,T31506:11,NONE
W599RZ,"Recreation and culture","Quantity Contributions","Level",0,T31502:11,NONE
W600RA,"Education","Fisher Quantity Index","Level",0,T31503:12,NONE
W600RC,"Education","Current Dollars","Level",-6,T31505:29,A822RC
W600RG,"Education","Fisher Price Index","Level",0,T31504:12,NONE
W600RL,"Education","Fisher Quantity Index","Percent change, annual rate",0,T31501:12,NONE
W600RX,"Education","Chained Dollars","Level",-6,T31506:12,NONE
W600RZ,"Education","Quantity Contributions","Level",0,T31502:12,NONE
W601RC,"Elementary and secondary","Current Dollars","Level",-6,T31505:30,W600RC
W602RC,"Higher","Current Dollars","Level",-6,T31505:31,W600RC
W603RC,"Libraries","Current Dollars","Level",-6,T31505:33,W682RC
W604RC,"Other","Current Dollars","Level",-6,T31505:34,W682RC
W605RA,"Income security","Fisher Quantity Index","Level",0,T31503:13,NONE
W605RC,"Income security","Current Dollars","Level",-6,T31505:35,A822RC
W605RG,"Income security","Fisher Price Index","Level",0,T31504:13,NONE
W605RL,"Income security","Fisher Quantity Index","Percent change, annual rate",0,T31501:13,NONE
W605RX,"Income security","Chained Dollars","Level",-6,T31506:13,NONE
W605RZ,"Income security","Quantity Contributions","Level",0,T31502:13,NONE
W606RC,"Disability","Current Dollars","Level",-6,T31505:36,W605RC
W607RC,"Retirement","Current Dollars","Level",-6,T31505:37,W605RC
W608RC,"Welfare and social services","Current Dollars","Level",-6,T31505:38,W605RC
W609RC,"Unemployment","Current Dollars","Level",-6,T31505:39,W605RC
W610RC,"Other","Current Dollars","Level",-6,T31505:40,W605RC
W611RA,"General public service","Fisher Quantity Index","Level",0,T31503:15,NONE
W611RC,"General public service","Current Dollars","Level",-6,T31505:42,NONE
W611RG,"General public service","Fisher Price Index","Level",0,T31504:15,NONE
W611RL,"General public service","Fisher Quantity Index","Percent change, annual rate",0,T31501:15,NONE
W611RX,"General public service","Chained Dollars","Level",-6,T31506:15,NONE
W611RZ,"General public service","Quantity Contributions","Level",0,T31502:15,NONE
W612RC,"Executive and legislative","Current Dollars","Level",-6,T31505:43,W611RC
W613RC,"Tax collection and financial management","Current Dollars","Level",-6,T31505:44,W611RC
W614RC,"Other","Current Dollars","Level",-6,T31505:45,W611RC
W615RA,"Public order and safety","Fisher Quantity Index","Level",0,T31503:17,NONE
W615RC,"Public order and safety","Current Dollars","Level",-6,T31505:47,NONE
W615RG,"Public order and safety","Fisher Price Index","Level",0,T31504:17,NONE
W615RL,"Public order and safety","Fisher Quantity Index","Percent change, annual rate",0,T31501:17,NONE
W615RX,"Public order and safety","Chained Dollars","Level",-6,T31506:17,NONE
W615RZ,"Public order and safety","Quantity Contributions","Level",0,T31502:17,NONE
W616RC,"Police","Current Dollars","Level",-6,T31505:48,W615RC
W617RC,"Fire","Current Dollars","Level",-6,T31505:49,W615RC
W618RC,"Law courts","Current Dollars","Level",-6,T31505:50,W615RC
W619RC,"Prisons","Current Dollars","Level",-6,T31505:51,W615RC
W620RA,"Economic affairs","Fisher Quantity Index","Level",0,T31503:18,NONE
W620RC,"Economic affairs","Current Dollars","Level",-6,T31505:52,NONE
W620RG,"Economic affairs","Fisher Price Index","Level",0,T31504:18,NONE
W620RL,"Economic affairs","Fisher Quantity Index","Percent change, annual rate",0,T31501:18,NONE
W620RX,"Economic affairs","Chained Dollars","Level",-6,T31506:18,NONE
W620RZ,"Economic affairs","Quantity Contributions","Level",0,T31502:18,NONE
W621RC,"General economic and labor affairs","Current Dollars","Level",-6,T31505:60,W632RC
W622RC,"Agriculture","Current Dollars","Level",-6,T31505:61,W632RC
W623RC,"Energy","Current Dollars","Level",-6,T31505:62,W632RC
W624RC,"Natural resources","Current Dollars","Level",-6,T31505:63,W632RC
W625RA,"Transportation","Fisher Quantity Index","Level",0,T31503:19,NONE
W625RC,"Transportation","Current Dollars","Level",-6,T31505:53,W620RC
W625RG,"Transportation","Fisher Price Index","Level",0,T31504:19,NONE
W625RL,"Transportation","Fisher Quantity Index","Percent change, annual rate",0,T31501:19,NONE
W625RX,"Transportation","Chained Dollars","Level",-6,T31506:19,NONE
W625RZ,"Transportation","Quantity Contributions","Level",0,T31502:19,NONE
W626RC,"Highways","Current Dollars","Level",-6,T31505:54,W625RC
W627RC,"Air","Current Dollars","Level",-6,T31505:55,W625RC
W628RC,"Water","Current Dollars","Level",-6,T31505:56,W625RC
W629RC,"Transit and railroad","Current Dollars","Level",-6,T31505:57,W625RC
W630RC,"Postal service","Current Dollars","Level",-6,T31505:64,W632RC
W631RA,"Space","Fisher Quantity Index","Level",0,T31503:20,NONE
W631RC,"Space","Current Dollars","Level",-6,T31505:58,W620RC
W631RG,"Space","Fisher Price Index","Level",0,T31504:20,NONE
W631RL,"Space","Fisher Quantity Index","Percent change, annual rate",0,T31501:20,NONE
W631RX,"Space","Chained Dollars","Level",-6,T31506:20,NONE
W631RZ,"Space","Quantity Contributions","Level",0,T31502:20,NONE
W632RA,"Other economic affairs","Fisher Quantity Index","Level",0,T31503:21,NONE
W632RC,"Other economic affairs","Current Dollars","Level",-6,T31505:59,W620RC
W632RG,"Other economic affairs","Fisher Price Index","Level",0,T31504:21,NONE
W632RL,"Other economic affairs","Fisher Quantity Index","Percent change, annual rate",0,T31501:21,NONE
W632RX,"Other economic affairs","Chained Dollars","Level",-6,T31506:21,NONE
W632RZ,"Other economic affairs","Quantity Contributions","Level",0,T31502:21,NONE
W633RA,"Housing and community services","Fisher Quantity Index","Level",0,T31503:22,NONE
W633RC,"Housing and community services","Current Dollars","Level",-6,T31505:65,NONE
W633RG,"Housing and community services","Fisher Price Index","Level",0,T31504:22,NONE
W633RL,"Housing and community services","Fisher Quantity Index","Percent change, annual rate",0,T31501:22,NONE
W633RX,"Housing and community services","Chained Dollars","Level",-6,T31506:22,NONE
W633RZ,"Housing and community services","Quantity Contributions","Level",0,T31502:22,NONE
W634RA,"Health","Fisher Quantity Index","Level",0,T31503:23,NONE
W634RC,"Health","Current Dollars","Level",-6,T31505:66,NONE
W634RG,"Health","Fisher Price Index","Level",0,T31504:23,NONE
W634RL,"Health","Fisher Quantity Index","Percent change, annual rate",0,T31501:23,NONE
W634RX,"Health","Chained Dollars","Level",-6,T31506:23,NONE
W634RZ,"Health","Quantity Contributions","Level",0,T31502:23,NONE
W635RA,"Recreation and culture","Fisher Quantity Index","Level",0,T31503:24,NONE
W635RC,"Recreation and culture","Current Dollars","Level",-6,T31505:67,NONE
W635RG,"Recreation and culture","Fisher Price Index","Level",0,T31504:24,NONE
W635RL,"Recreation and culture","Fisher Quantity Index","Percent change, annual rate",0,T31501:24,NONE
W635RX,"Recreation and culture","Chained Dollars","Level",-6,T31506:24,NONE
W635RZ,"Recreation and culture","Quantity Contributions","Level",0,T31502:24,NONE
W636RA,"Education","Fisher Quantity Index","Level",0,T31503:25,NONE
W636RC,"Education","Current Dollars","Level",-6,T31505:68,NONE
W636RG,"Education","Fisher Price Index","Level",0,T31504:25,NONE
W636RL,"Education","Fisher Quantity Index","Percent change, annual rate",0,T31501:25,NONE
W636RX,"Education","Chained Dollars","Level",-6,T31506:25,NONE
W636RZ,"Education","Quantity Contributions","Level",0,T31502:25,NONE
W637RC,"Elementary and secondary","Current Dollars","Level",-6,T31505:69,W636RC
W638RC,"Higher","Current Dollars","Level",-6,T31505:70,W636RC
W639RC,"Other","Current Dollars","Level",-6,T31505:71,W636RC
W640RA,"Income security","Fisher Quantity Index","Level",0,T31503:26,NONE
W640RC,"Income security","Current Dollars","Level",-6,T31505:72,NONE
W640RG,"Income security","Fisher Price Index","Level",0,T31504:26,NONE
W640RL,"Income security","Fisher Quantity Index","Percent change, annual rate",0,T31501:26,NONE
W640RX,"Income security","Chained Dollars","Level",-6,T31506:26,NONE
W640RZ,"Income security","Quantity Contributions","Level",0,T31502:26,NONE
W641RC,"Disability","Current Dollars","Level",-6,T31505:73,W640RC
W642RC,"Retirement","Current Dollars","Level",-6,T31505:74,W640RC
W643RC,"Welfare and social services","Current Dollars","Level",-6,T31505:75,W640RC
W644RC,"Unemployment","Current Dollars","Level",-6,T31505:76,W640RC
W645RC,"Other","Current Dollars","Level",-6,T31505:77,W640RC
W646RA,"General public service","Fisher Quantity Index","Level",0,T31503:28,NONE
W646RC,"General public service","Current Dollars","Level",-6,T31505:79,NONE
W646RG,"General public service","Fisher Price Index","Level",0,T31504:28,NONE
W646RL,"General public service","Fisher Quantity Index","Percent change, annual rate",0,T31501:28,NONE
W646RX,"General public service","Chained Dollars","Level",-6,T31506:28,NONE
W646RZ,"General public service","Quantity Contributions","Level",0,T31502:28,NONE
W647RC,"Executive and legislative","Current Dollars","Level",-6,T31505:80,W646RC
W648RC,"Tax collection and financial management","Current Dollars","Level",-6,T31505:81,W646RC
W649RC,"Other","Current Dollars","Level",-6,T31505:82,W646RC
W650RA,"Public order and safety","Fisher Quantity Index","Level",0,T31503:29,NONE
W650RC,"Public order and safety","Current Dollars","Level",-6,T31505:83,NONE
W650RG,"Public order and safety","Fisher Price Index","Level",0,T31504:29,NONE
W650RL,"Public order and safety","Fisher Quantity Index","Percent change, annual rate",0,T31501:29,NONE
W650RX,"Public order and safety","Chained Dollars","Level",-6,T31506:29,NONE
W650RZ,"Public order and safety","Quantity Contributions","Level",0,T31502:29,NONE
W651RC,"Police","Current Dollars","Level",-6,T31505:84,W650RC
W652RC,"Fire","Current Dollars","Level",-6,T31505:85,W650RC
W653RC,"Law courts","Current Dollars","Level",-6,T31505:86,W650RC
W654RC,"Prisons","Current Dollars","Level",-6,T31505:87,W650RC
W655RA,"Economic affairs","Fisher Quantity Index","Level",0,T31503:30,NONE
W655RC,"Economic affairs","Current Dollars","Level",-6,T31505:88,NONE
W655RG,"Economic affairs","Fisher Price Index","Level",0,T31504:30,NONE
W655RL,"Economic affairs","Fisher Quantity Index","Percent change, annual rate",0,T31501:30,NONE
W655RX,"Economic affairs","Chained Dollars","Level",-6,T31506:30,NONE
W655RZ,"Economic affairs","Quantity Contributions","Level",0,T31502:30,NONE
W656RC,"General economic and labor affairs","Current Dollars","Level",-6,T31505:95,W665RC
W657RC,"Agriculture","Current Dollars","Level",-6,T31505:96,W665RC
W658RC,"Energy","Current Dollars","Level",-6,T31505:97,W665RC
W659RC,"Natural resources","Current Dollars","Level",-6,T31505:98,W665RC
W660RA,"Transportation","Fisher Quantity Index","Level",0,T31503:31,NONE
W660RC,"Transportation","Current Dollars","Level",-6,T31505:89,W655RC
W660RG,"Transportation","Fisher Price Index","Level",0,T31504:31,NONE
W660RL,"Transportation","Fisher Quantity Index","Percent change, annual rate",0,T31501:31,NONE
W660RX,"Transportation","Chained Dollars","Level",-6,T31506:31,NONE
W660RZ,"Transportation","Quantity Contributions","Level",0,T31502:31,NONE
W661RC,"Highways","Current Dollars","Level",-6,T31505:90,W660RC
W662RC,"Air","Current Dollars","Level",-6,T31505:91,W660RC
W663RC,"Water","Current Dollars","Level",-6,T31505:92,W660RC
W664RC,"Transit and railroad","Current Dollars","Level",-6,T31505:93,W660RC
W665RA,"Other economic affairs","Fisher Quantity Index","Level",0,T31503:32,NONE
W665RC,"Other economic affairs","Current Dollars","Level",-6,T31505:94,W655RC
W665RG,"Other economic affairs","Fisher Price Index","Level",0,T31504:32,NONE
W665RL,"Other economic affairs","Fisher Quantity Index","Percent change, annual rate",0,T31501:32,NONE
W665RX,"Other economic affairs","Chained Dollars","Level",-6,T31506:32,NONE
W665RZ,"Other economic affairs","Quantity Contributions","Level",0,T31502:32,NONE
W666RA,"Housing and community services","Fisher Quantity Index","Level",0,T31503:33,NONE
W666RC,"Housing and community services","Current Dollars","Level",-6,T31505:100,NONE
W666RG,"Housing and community services","Fisher Price Index","Level",0,T31504:33,NONE
W666RL,"Housing and community services","Fisher Quantity Index","Percent change, annual rate",0,T31501:33,NONE
W666RX,"Housing and community services","Chained Dollars","Level",-6,T31506:33,NONE
W666RZ,"Housing and community services","Quantity Contributions","Level",0,T31502:33,NONE
W667RC,"Water","Current Dollars","Level",-6,T31505:101,W666RC
W668RC,"Sewerage","Current Dollars","Level",-6,T31505:102,W666RC
W669RC,"Sanitation","Current Dollars","Level",-6,T31505:103,W666RC
W670RC,"Housing and other","Current Dollars","Level",-6,T31505:104,W666RC
W671RA,"Health (net)","Fisher Quantity Index","Level",0,T31503:34,NONE
W671RC,"Health (net)","Current Dollars","Level",-6,T31505:105,NONE
W671RG,"Health (net)","Fisher Price Index","Level",0,T31504:34,NONE
W671RL,"Health (net)","Fisher Quantity Index","Percent change, annual rate",0,T31501:34,NONE
W671RX,"Health (net)","Chained Dollars","Level",-6,T31506:34,NONE
W671RZ,"Health (net)","Quantity Contributions","Level",0,T31502:34,NONE
W672RA,"Recreation and culture","Fisher Quantity Index","Level",0,T31503:37,NONE
W672RC,"Recreation and culture","Current Dollars","Level",-6,T31505:108,NONE
W672RG,"Recreation and culture","Fisher Price Index","Level",0,T31504:37,NONE
W672RL,"Recreation and culture","Fisher Quantity Index","Percent change, annual rate",0,T31501:37,NONE
W672RX,"Recreation and culture","Chained Dollars","Level",-6,T31506:37,NONE
W672RZ,"Recreation and culture","Quantity Contributions","Level",0,T31502:37,NONE
W673RA,"Education","Fisher Quantity Index","Level",0,T31503:38,NONE
